1559877185591,3,HTTP Request,200,OK,Thread Group 1-4,text,14,14,3
1559877185591,7,HTTP Request,200,OK,Thread Group 1-9,text,17,17,7
1559877185591,4,HTTP Request,200,OK,Thread Group 1-2,text,15,15,4
1559877185593,5,HTTP Request,200,OK,Thread Group 1-14,text,17,17,5
1559877185594,14,HTTP Request,200,OK,Thread Group 1-3,text,19,19,14
1559877185595,11,HTTP Request,200,OK,Thread Group 1-10,text,19,19,11
1559877185596,15,HTTP Request,200,OK,Thread Group 1-13,text,19,19,15
1559877185593,15,HTTP Request,200,OK,Thread Group 1-5,text,19,19,15
1559877185595,12,HTTP Request,200,OK,Thread Group 1-6,text,19,19,11
1559877185595,14,HTTP Request,200,OK,Thread Group 1-12,text,19,19,13
1559877185592,9,HTTP Request,200,OK,Thread Group 1-1,text,18,18,9
1559877185596,12,HTTP Request,200,OK,Thread Group 1-8,text,19,19,12
1559877185598,13,HTTP Request,200,OK,Thread Group 1-11,text,19,19,13
1559877185596,9,HTTP Request,200,OK,Thread Group 1-4,text,18,18,9
1559877185597,14,HTTP Request,200,OK,Thread Group 1-7,text,19,19,14
1559877185599,14,HTTP Request,200,OK,Thread Group 1-17,text,19,19,14
1559877185598,18,HTTP Request,200,OK,Thread Group 1-15,text,20,20,18
1559877185608,79,HTTP Request,200,OK,Thread Group 1-2,text,50,50,79
1559877185600,87,HTTP Request,200,OK,Thread Group 1-16,text,50,50,87
1559877185608,80,HTTP Request,200,OK,Thread Group 1-9,text,50,50,80
1559877185609,82,HTTP Request,200,OK,Thread Group 1-18,text,50,50,82
1559877185612,80,HTTP Request,200,OK,Thread Group 1-14,text,50,50,80
1559877185609,82,HTTP Request,200,OK,Thread Group 1-19,text,50,50,82
1559877185613,80,HTTP Request,200,OK,Thread Group 1-3,text,50,50,80
1559877185613,81,HTTP Request,200,OK,Thread Group 1-10,text,50,50,81
1559877185614,84,HTTP Request,200,OK,Thread Group 1-5,text,50,50,83
1559877185614,81,HTTP Request,200,OK,Thread Group 1-6,text,50,50,81
1559877185615,83,HTTP Request,200,OK,Thread Group 1-13,text,50,50,83
1559877185619,80,HTTP Request,200,OK,Thread Group 1-27,text,50,50,80
1559877185620,171,HTTP Request,200,OK,Thread Group 1-26,text,50,50,171
